time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2017-01-11T22:00:29.079Z,61.4279,-152.3338,8.7,0.9,ml,,,,0.22,ak,ak15061475,2017-01-11T22:13:13.179Z,"99km NW of Nikiski, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-01-11T21:58:17.910Z,-22.8175,-69.8823,69.06,5.8,mww,,84,0.307,1.4,us,us10007sn1,2017-01-12T23:15:40.168Z,"86km SSE of Tocopilla, Chile",earthquake,5.1,2.2,0.054,33,reviewed,us,us
2017-01-11T21:53:35.440Z,38.77,-122.6935,2.05,0.61,md,15,95,0.004871,0.05,nc,nc72751130,2017-01-14T00:27:30.108Z,"5km E of The Geysers, California",earthquake,0.35,0.42,0.226,4,reviewed,nc,nc
2017-01-11T21:49:38.667Z,61.9282,-149.3881,45.2,1.3,ml,,,,0.27,ak,ak15061472,2017-01-11T21:55:30.769Z,"22km NNW of Fishhook, Alaska",earthquake,,0.9,,,automatic,ak,ak
2017-01-11T21:41:09.650Z,12.2801,141.1447,43,5,mb,,59,3.856,0.86,us,us10007smq,2017-01-11T21:57:35.040Z,"286km NNE of Fais, Micronesia",earthquake,9.2,7.4,0.067,70,reviewed,us,us
2017-01-11T21:34:28.370Z,36.5162,-98.9704,5.73,2.7,mb_lg,,111,0.122,0.25,us,us10007sml,2017-01-11T22:58:34.040Z,"22km ENE of Mooreland, Oklahoma",earthquake,1.4,5.8,0.086,35,reviewed,us,us
2017-01-11T21:34:04.240Z,-42.7872,171.6885,12.66,4.2,mb,,48,0.19,0.93,us,us10007smk,2017-01-12T08:32:20.525Z,"53km SE of Greymouth, New Zealand",earthquake,3.5,6.9,0.373,2,reviewed,us,us
2017-01-11T21:31:04.330Z,38.7885017,-122.7651672,2,0.91,md,11,103,0.01776,0.02,nc,nc72751125,2017-01-11T21:32:45.461Z,"1km NNW of The Geysers, California",earthquake,0.37,0.73,0.08,5,automatic,nc,nc
2017-01-11T21:29:41.669Z,37.2612,-114.6367,2.4,1.4,ml,5,106.72,0.36,0.1561,nn,nn00573507,2017-01-11T21:53:51.135Z,"40km SSW of Caliente, Nevada",earthquake,,14.5,0.05,4,reviewed,nn,nn
2017-01-11T21:29:27.160Z,47.408,-113.0856667,18.69,1.34,ml,18,146,0.323,0.13,mb,mb80196394,2017-01-12T00:53:40.390Z,"39km NE of Seeley Lake, Montana",earthquake,0.56,1.78,0.251,2,reviewed,mb,mb
2017-01-11T21:18:54.868Z,61.1462,-140.103,0,1.8,ml,,,,0.66,ak,ak15061369,2017-01-11T21:26:16.785Z,"147km WNW of Haines Junction, Canada",earthquake,,0.3,,,automatic,ak,ak
2017-01-11T21:12:05.630Z,38.8453331,-122.6644974,4.56,0.58,md,5,206,0.0668,0.01,nc,nc72751120,2017-01-11T21:13:56.205Z,"5km ENE of Cobb, California",earthquake,3.36,7.6,0.05,2,automatic,nc,nc
2017-01-11T21:08:29.230Z,46.3658333,-111.37,5.72,0.5,md,7,194,0.244,0.05,mb,mb80196484,2017-01-12T16:01:42.900Z,"12km ENE of Townsend, Montana",earthquake,0.57,6.53,0.419,2,reviewed,mb,mb
2017-01-11T21:05:08.745Z,60.8292,-152.2793,119.4,1.9,ml,,,,0.54,ak,ak15061368,2017-01-11T21:09:54.478Z,"45km NNE of Redoubt Volcano, Alaska",earthquake,,1,,,automatic,ak,ak
2017-01-11T20:46:08.585Z,38.4309,-118.8851,8.7,1,ml,6,246.81,0.346,0.1763,nn,nn00573518,2017-01-11T22:03:05.844Z,"25km WSW of Hawthorne, Nevada",earthquake,,3.3,0.09,2,reviewed,nn,nn
2017-01-11T20:44:51.668Z,64.7624,-147.2642,10.7,1.1,ml,,,,0.45,ak,ak15061364,2017-01-11T20:54:12.400Z,"4km ENE of North Pole, Alaska",earthquake,,0.4,,,automatic,ak,ak
2017-01-11T20:39:13.420Z,38.8258324,-122.8568344,1.71,0.86,md,11,78,0.01688,0.03,nc,nc72751115,2017-01-11T20:40:50.678Z,"10km WNW of The Geysers, California",earthquake,0.28,0.72,0.05,2,automatic,nc,nc
2017-01-11T20:34:13.250Z,41.7565,-112.8186667,4.74,1.26,ml,5,241,0.04004,0.09,uu,uu60181452,2017-01-11T21:46:38.300Z,"42km E of Park Valley, Utah",earthquake,1.16,0.68,0.252,2,reviewed,uu,uu
2017-01-11T20:23:57.582Z,39.6463,-120.0279,8.9,0.6,ml,4,99.51,0.065,0.0447,nn,nn00573486,2017-01-11T21:04:19.960Z,"5km SW of Cold Springs, Nevada",earthquake,,3,0.17,3,reviewed,nn,nn
2017-01-11T20:19:49.713Z,38.3937,-118.9082,8.9,1.4,ml,8,194.38,0.347,0.1045,nn,nn00573512,2017-01-11T21:41:26.529Z,"28km WSW of Hawthorne, Nevada",earthquake,,1.9,0.35,3,reviewed,nn,nn
2017-01-11T20:17:08.529Z,60.7772,-148.1237,23.6,1.4,ml,,,,0.65,ak,ak15061361,2017-01-11T20:23:18.605Z,"30km E of Whittier, Alaska",earthquake,,0.2,,,automatic,ak,ak
2017-01-11T20:14:16.740Z,37.5953333,-118.8543333,2.34,0.74,md,13,166,0.02073,0.16,nc,nc72751110,2017-01-11T22:21:02.358Z,"11km ESE of Mammoth Lakes, California",earthquake,0.57,1.28,0.079,8,reviewed,nc,nc
2017-01-11T20:11:29.660Z,37.4931667,-118.0196667,1.22,1.53,md,12,275,0.2444,0.08,nc,nc72751105,2017-01-14T04:15:03.557Z,"36km ENE of Bishop, California",earthquake,0.8,2.27,0.246,11,reviewed,nc,nc
2017-01-11T20:09:05.720Z,35.8273333,-119.268,18.93,2.3,ml,27,88,0.1496,0.21,ci,ci37784024,2017-01-11T21:27:38.410Z,"7km NNW of Delano, CA",earthquake,0.26,0.65,0.149,23,reviewed,ci,ci
2017-01-11T20:06:07.690Z,-20.4505,-178.0979,529.91,4.9,mb,,108,4.526,0.91,us,us10007sll,2017-01-11T20:19:36.040Z,"66km ENE of Ndoi Island, Fiji",earthquake,14.9,11.4,0.12,22,reviewed,us,us
2017-01-11T20:05:18.251Z,38.3725,-118.8954,7.6,1.2,ml,5,281.11,0.33,0.1289,nn,nn00573508,2017-01-11T21:35:08.225Z,"29km SW of Hawthorne, Nevada",earthquake,,3.1,0.06,2,reviewed,nn,nn
2017-01-11T20:04:31.173Z,62.1251,-148.3081,40.6,0.9,ml,,,,0.15,ak,ak15061356,2017-01-11T20:10:36.784Z,"46km NE of Sutton-Alpine, Alaska",earthquake,,1.2,,,automatic,ak,ak
2017-01-11T20:00:49.249Z,60.3923,-148.3595,0,1.9,ml,,,,0.79,ak,ak15061353,2017-01-11T20:06:56.104Z,"46km SSE of Whittier, Alaska",earthquake,,0.2,,,automatic,ak,ak
2017-01-11T19:45:16.860Z,37.19,-118.4435,14.61,1.9,md,10,275,0.1888,0.08,nc,nc72751095,2017-01-11T22:24:02.049Z,"13km WNW of Big Pine, California",earthquake,0.92,0.71,0.06,6,reviewed,nc,nc
2017-01-11T19:42:46.360Z,51.3692,-178.0121,32.2,5,mb,,111,0.721,1.04,us,us10007sl6,2017-01-11T21:26:17.023Z,"57km S of Tanaga Volcano, Alaska",earthquake,8.1,4.7,0.035,254,reviewed,us,us
2017-01-11T19:04:31.784Z,38.3809,-118.9352,9.2,1.1,ml,7,237.36,0.362,0.1124,nn,nn00573447,2017-01-11T19:37:26.804Z,"29km ENE of Bridgeport, California",earthquake,,13.5,0.03,2,reviewed,nn,nn
2017-01-11T19:02:20.810Z,33.5151667,-116.4528333,6.66,0.8,ml,24,101,0.02411,0.12,ci,ci37783968,2017-01-11T19:22:24.246Z,"21km ESE of Anza, CA",earthquake,0.26,0.56,0.095,13,reviewed,ci,ci
2017-01-11T18:54:49.320Z,38.8149986,-122.8118362,2.65,1.03,md,19,89,0.008496,0.03,nc,nc72751085,2017-01-11T18:56:30.151Z,"6km NW of The Geysers, California",earthquake,0.25,0.48,0.08,6,automatic,nc,nc
2017-01-11T18:54:41.490Z,38.8193321,-122.8096695,2.91,1.31,md,17,77,0.004069,0.02,nc,nc72751080,2017-01-11T19:14:02.624Z,"6km NW of The Geysers, California",earthquake,0.32,0.57,0.6,3,automatic,nc,nc
2017-01-11T18:47:35.490Z,41.7515,-112.805,5.58,1.4,ml,8,223,0.036,0.07,uu,uu60181437,2017-01-11T21:36:51.540Z,"44km E of Park Valley, Utah",earthquake,0.92,0.54,0.332,2,reviewed,uu,uu
2017-01-11T18:44:25.080Z,19.378,-155.2811667,2.502,1.17,md,29,47,0.008503,0.08,hv,hv61557401,2017-01-12T00:33:33.680Z,"7km SW of Volcano, Hawaii",earthquake,0.17,0.2,0.296,10,reviewed,hv,hv
2017-01-11T18:43:32.884Z,64.4756,-147.3572,5.1,-0.1,ml,,,,0.12,ak,ak15061233,2017-01-12T06:40:15.832Z,"22km WSW of Salcha, Alaska",earthquake,,1.1,,,reviewed,ak,ak
2017-01-11T18:42:40.490Z,33.4288333,-116.6086667,10.13,0.68,ml,23,69,0.06591,0.11,ci,ci37783952,2017-01-11T19:18:36.384Z,"15km SSE of Anza, CA",earthquake,0.22,0.4,0.13,18,reviewed,ci,ci
2017-01-11T18:35:40.800Z,-5.8984,148.918,129.87,4.9,mb,,46,3.651,0.8,us,us10007sl2,2017-01-11T18:55:08.040Z,"78km WNW of Kandrian, Papua New Guinea",earthquake,7,1.6,0.053,113,reviewed,us,us
2017-01-11T18:18:14.198Z,38.3777,-118.9049,7.3,2,ml,16,73.88,0.135,0.1245,nn,nn00573414,2017-01-11T18:34:56.300Z,"29km WSW of Hawthorne, Nevada",earthquake,,3.2,0.26,7,reviewed,nn,nn
2017-01-11T17:50:24.380Z,33.7008333,-116.7998333,16.14,0.94,ml,32,125,0.07449,0.12,ci,ci37783928,2017-01-11T18:57:55.314Z,"9km WSW of Idyllwild, CA",earthquake,0.25,0.36,0.144,20,reviewed,ci,ci
2017-01-11T17:49:23.263Z,61.8481,-149.9283,13.8,1.5,ml,,,,0.64,ak,ak15061129,2017-01-11T18:01:23.940Z,"12km NNE of Willow, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-01-11T17:45:52.604Z,58.8424,-153.604,3.8,2.1,ml,,,,0.77,ak,ak15061125,2017-01-11T17:53:41.419Z,"125km SE of Old Iliamna, Alaska",earthquake,,0.2,,,automatic,ak,ak
2017-01-11T17:44:36.911Z,61.4839,-151.5579,84.2,1.1,ml,,,,0.3,ak,ak15061124,2017-01-11T17:49:59.935Z,"85km W of Big Lake, Alaska",earthquake,,1.1,,,automatic,ak,ak
2017-01-11T17:43:12.300Z,38.8416672,-122.8273315,1.8,0.69,md,6,145,0.007072,0.01,nc,nc72751070,2017-01-11T17:44:50.190Z,"9km WNW of Cobb, California",earthquake,0.85,1.27,0.27,2,automatic,nc,nc
2017-01-11T17:34:46.907Z,38.3493,-118.8893,7.5,0.7,ml,7,252.16,0.317,0.0955,nn,nn00573446,2017-01-11T19:34:21.013Z,"30km SW of Hawthorne, Nevada",earthquake,,5.1,0.19,2,reviewed,nn,nn
2017-01-11T17:26:26.900Z,34.0648333,-116.2935,12.16,0.98,ml,18,119,0.08017,0.23,ci,ci37783920,2017-01-11T18:49:35.951Z,"8km SSE of Joshua Tree, CA",earthquake,0.48,1.13,0.114,11,reviewed,ci,ci
2017-01-11T17:19:06.230Z,58.4569,-153.6827,67.9,2.6,ml,,,,0.38,ak,ak15061116,2017-01-11T17:26:22.783Z,"99km NW of Kodiak Station, Alaska",earthquake,,1,,,automatic,ak,ak
2017-01-11T17:18:59.450Z,19.394,-155.2805,2.263,0.37,md,10,71,0.006614,0.05,hv,hv61557331,2017-01-12T02:48:09.060Z,"6km SW of Volcano, Hawaii",earthquake,0.46,0.31,0.102,2,reviewed,hv,hv
2017-01-11T17:12:22.850Z,33.9761667,-116.8258333,16.94,1.92,ml,80,25,0.06072,0.13,ci,ci37783904,2017-01-11T18:36:49.220Z,"7km NE of Banning, CA",earthquake,0.11,0.29,0.162,26,reviewed,ci,ci
2017-01-11T17:08:19.178Z,64.9284,-148.6001,18,1.1,ml,,,,0.55,ak,ak15061113,2017-01-11T17:15:29.463Z,"29km WNW of Ester, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-01-11T17:04:26.730Z,33.6495,-116.7011667,13.24,0.59,ml,16,69,0.02992,0.09,ci,ci37783896,2017-01-11T18:24:52.944Z,"10km S of Idyllwild, CA",earthquake,0.26,0.44,0.159,9,reviewed,ci,ci
2017-01-11T17:03:47.120Z,33.6463333,-116.6986667,12.87,0.38,ml,13,124,0.03061,0.06,ci,ci37783888,2017-01-11T18:21:04.991Z,"10km NNW of Anza, CA",earthquake,0.23,0.44,0.154,5,reviewed,ci,ci
2017-01-11T16:36:24.350Z,38.8136673,-122.8223343,2.46,0.41,md,7,205,0.01364,0.06,nc,nc72751040,2017-01-11T16:38:05.745Z,"7km NW of The Geysers, California",earthquake,1.95,0.62,0.23,4,automatic,nc,nc
2017-01-11T16:32:47.399Z,38.3618,-118.8939,12.8,1.3,ml,9,96.26,0.325,0.115,nn,nn00573382,2017-01-11T17:51:32.034Z,"29km SW of Hawthorne, Nevada",earthquake,,11.4,0.11,2,reviewed,nn,nn
2017-01-11T16:32:09.307Z,61.118,-147.1344,3.2,1.6,ml,,,,0.89,ak,ak15061020,2017-01-11T16:38:39.769Z,"42km W of Valdez, Alaska",earthquake,,0.7,,,automatic,ak,ak
2017-01-11T16:27:25.669Z,63.5615,-147.2949,0,1.4,ml,,,,0.65,ak,ak15061016,2017-01-11T16:34:58.547Z,"84km ENE of Cantwell, Alaska",earthquake,,0.2,,,automatic,ak,ak
2017-01-11T16:24:02.565Z,59.5563,-153.0489,95.7,2.2,ml,,,,0.6,ak,ak15061011,2017-01-11T16:34:58.263Z,"72km WSW of Anchor Point, Alaska",earthquake,,0.4,,,automatic,ak,ak
2017-01-11T16:23:14.600Z,19.7943333,-155.4511667,26.978,1.59,md,4,297,0.193,0.1,hv,hv61557251,2017-01-12T02:58:21.050Z,"32km S of Honoka'a, Hawaii",earthquake,1.93,3.64,0.043,2,reviewed,hv,hv
2017-01-11T16:23:10.030Z,12.2041,141.1889,56.77,4.8,mb,,96,3.842,0.54,us,us10007skl,2017-01-11T22:18:37.040Z,"279km NNE of Fais, Micronesia",earthquake,10,6.3,0.067,69,reviewed,us,us
2017-01-11T16:18:55.350Z,38.847332,-122.8263321,1.95,0.43,md,6,146,0.007679,0,nc,nc72751020,2017-01-11T16:20:35.595Z,"9km WNW of Cobb, California",earthquake,0.82,1.44,0.15,2,automatic,nc,nc
2017-01-11T16:16:24.910Z,36.4028333,-120.9396667,6.61,2.41,md,53,74,0.1929,0.1,nc,nc72751015,2017-01-12T00:19:04.049Z,"26km NE of King City, California",earthquake,0.18,0.74,0.209,55,reviewed,nc,nc
2017-01-11T16:12:47.060Z,33.1633333,-116.093,11.47,0.96,ml,20,122,0.1382,0.2,ci,ci37783872,2017-01-11T18:14:01.059Z,"4km ENE of Ocotillo Wells, CA",earthquake,0.3,0.58,0.183,13,reviewed,ci,ci
2017-01-11T16:05:05.573Z,61.2881,-146.6805,25.8,1.2,ml,,,,0.75,ak,ak15061009,2017-01-11T16:12:21.232Z,"25km NW of Valdez, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-01-11T15:58:39.300Z,44.448,-114.1175,11.04,1.18,ml,6,103,0.529,0.18,mb,mb80196369,2017-01-11T18:35:14.000Z,"11km SE of Challis, Idaho",earthquake,3.26,5.06,0.355,3,reviewed,mb,mb
2017-01-11T15:53:08.344Z,38.3568,-118.8559,9.3,1.2,ml,9,135.33,0.123,0.1284,nn,nn00573376,2017-01-11T17:39:09.318Z,"27km SW of Hawthorne, Nevada",earthquake,,3.2,0.07,2,reviewed,nn,nn
2017-01-11T15:52:50.190Z,19.1953335,-155.4743347,36.55,1.84,md,44,140,0.04136,0.13,hv,hv61557191,2017-01-11T15:55:53.180Z,"1km SSE of Pahala, Hawaii",earthquake,0.72,0.77,0.1,4,automatic,hv,hv
2017-01-11T15:50:29.670Z,34.44,22.493,19.13,4.5,mb,,179,2.771,1.02,us,us10007skd,2017-01-11T22:07:09.040Z,"139km SW of Palaiochora, Greece",earthquake,9.2,5.7,0.061,80,reviewed,us,us
2017-01-11T15:48:26.556Z,38.3675,-118.8716,13.7,0.8,ml,4,294.39,0.311,0.0572,nn,nn00573430,2017-01-11T18:50:46.139Z,"27km SW of Hawthorne, Nevada",earthquake,,20.6,0.06,2,reviewed,nn,nn
2017-01-11T15:43:25.890Z,33.2203333,-116.7301667,12.5,0.78,ml,31,79,0.0286,0.16,ci,ci37783864,2017-01-11T15:59:21.593Z,"4km SE of Lake Henshaw, CA",earthquake,0.23,0.48,0.092,11,reviewed,ci,ci
2017-01-11T15:39:52.089Z,36.5216,-116.3356,8.5,-0.2,ml,6,210.95,0.082,0.0813,nn,nn00573428,2017-01-11T18:44:25.205Z,"46km NW of Pahrump, Nevada",earthquake,,4.4,0.28,2,reviewed,nn,nn
2017-01-11T15:34:56.187Z,59.6181,-153.0313,85.7,1.4,ml,,,,0.37,ak,ak15061123,2017-01-11T17:46:18.605Z,"69km WSW of Anchor Point, Alaska",earthquake,,0.7,,,reviewed,ak,ak
2017-01-11T15:32:55.578Z,51.3909,-176.0431,25.6,2.6,ml,,,,0.45,ak,ak15061006,2017-01-11T17:42:37.243Z,"69km SE of Adak, Alaska",earthquake,,3.9,,,reviewed,ak,ak
2017-01-11T15:17:50.960Z,38.7729988,-122.7350006,0.96,1.54,md,9,166,0.01031,0.03,nc,nc72751000,2017-01-11T15:32:03.091Z,"1km ESE of The Geysers, California",earthquake,0.45,0.61,0.17,4,automatic,nc,nc
2017-01-11T15:03:07.300Z,38.3905,-118.8844,10.7,2.2,ml,14,73.17,0.115,0.1945,nn,nn00573373,2017-01-11T16:07:41.199Z,"27km WSW of Hawthorne, Nevada",earthquake,,2,0.26,7,reviewed,nn,nn
2017-01-11T14:38:39.070Z,12.2323,141.0752,10,5.5,mb,,47,3.936,1.05,us,us10007sk0,2017-01-11T16:44:33.175Z,"279km NNE of Fais, Micronesia",earthquake,8.8,1.9,0.048,150,reviewed,us,us
2017-01-11T14:38:00.763Z,38.4321,-118.8918,6,1.4,ml,8,205.2,0.102,0.1389,nn,nn00573440,2017-01-11T19:18:57.587Z,"25km WSW of Hawthorne, Nevada",earthquake,,3.2,0.03,3,reviewed,nn,nn
2017-01-11T14:37:48.899Z,38.4112,-118.9078,13.7,1.2,ml,6,219.05,0.354,0.1221,nn,nn00573372,2017-01-11T17:29:45.946Z,"27km WSW of Hawthorne, Nevada",earthquake,,18.7,0.16,3,reviewed,nn,nn
2017-01-11T14:28:04.880Z,40.6567,51.9821,38.17,4.6,mb,,58,5.482,0.78,us,us10007sjy,2017-01-11T14:45:48.040Z,"108km NW of Turkmenbasy, Turkmenistan",earthquake,6.6,8.2,0.082,45,reviewed,us,us
2017-01-11T14:20:59.950Z,12.2512,141.0389,10,4.9,mb,,59,3.963,0.83,us,us10007sjv,2017-01-11T14:38:11.040Z,"280km NNE of Fais, Micronesia",earthquake,3.2,1.9,0.065,74,reviewed,us,us
2017-01-11T14:10:02.359Z,39.4536,-117.7398,5.6,1.5,ml,9,133.43,0.327,0.266,nn,nn00573371,2017-01-12T02:37:57.843Z,"57km W of Austin, Nevada",earthquake,,7,0.24,4,reviewed,nn,nn
2017-01-11T14:04:47.870Z,38.8209991,-122.8548355,1.47,0.19,md,8,92,0.006727,0.02,nc,nc72750995,2017-01-11T14:06:27.009Z,"9km WNW of The Geysers, California",earthquake,0.33,0.81,0.11,2,automatic,nc,nc
2017-01-11T14:01:38.587Z,38.318,-118.9535,9.3,0.9,ml,5,301.48,0.359,0.1642,nn,nn00573420,2017-01-12T02:38:46.639Z,"25km ENE of Bridgeport, California",earthquake,,44.6,0.01,2,reviewed,nn,nn
2017-01-11T13:52:56.144Z,63.4698,-151.3585,5.2,1.4,ml,,,,0.52,ak,ak15060903,2017-01-11T14:07:09.467Z,"120km W of Cantwell, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-01-11T13:41:54.067Z,62.4718,-152.3503,3.2,1,ml,,,,0.38,ak,ak15060900,2017-01-11T13:55:46.066Z,"117km W of Talkeetna, Alaska",earthquake,,0.4,,,automatic,ak,ak
2017-01-11T13:32:27.450Z,33.2395,-116.6656667,8.28,0.65,ml,17,77,0.04309,0.2,ci,ci37783832,2017-01-11T14:17:01.209Z,"6km SSW of Warner Springs, CA",earthquake,0.39,0.85,0.154,14,reviewed,ci,ci
2017-01-11T13:31:59.500Z,62.4761,-148.6183,55,0.6,ml,,,,0.41,ak,ak15060899,2017-01-12T06:01:49.905Z,"72km ENE of Y, Alaska",earthquake,,0.9,,,reviewed,ak,ak
2017-01-11T13:30:16.473Z,59.6452,-139.3315,4.9,2,ml,,,,0.5,ak,ak15060897,2017-01-11T13:38:01.418Z,"24km ENE of Yakutat, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-01-11T13:07:50.509Z,38.3642,-118.8841,14.5,1,ml,4,290.85,0.318,0.0807,nn,nn00573419,2017-01-12T02:38:45.176Z,"28km SW of Hawthorne, Nevada",earthquake,,2.3,0.02,2,reviewed,nn,nn
2017-01-11T12:54:55.280Z,38.7498333,-122.7173333,1.51,1.69,md,31,142,0.01015,0.05,nc,nc72750985,2017-01-12T22:25:02.222Z,"4km SE of The Geysers, California",earthquake,0.28,0.29,0.263,7,reviewed,nc,nc
2017-01-11T12:41:14.630Z,38.7531667,-122.7183333,-0.06,1.44,md,23,139,0.009841,0.06,nc,nc72750980,2017-01-12T20:28:02.982Z,"4km SE of The Geysers, California",earthquake,0.43,0.48,0.303,5,reviewed,nc,nc
2017-01-11T12:36:29.754Z,61.6843,-151.231,10.6,1.3,ml,,,,0.73,ak,ak15060810,2017-01-11T12:41:56.743Z,"63km W of Willow, Alaska",earthquake,,0.2,,,automatic,ak,ak
2017-01-11T12:34:12.880Z,33.9795,-116.3098333,2.47,1.18,ml,43,52,0.09089,0.14,ci,ci37783824,2017-01-11T15:47:29.800Z,"17km S of Joshua Tree, CA",earthquake,0.13,0.21,0.161,33,reviewed,ci,ci
2017-01-11T12:31:18.880Z,47.471,-112.7313333,14.97,0.61,md,11,205,0.445,0.19,mb,mb80196364,2017-01-11T18:28:23.590Z,"55km SW of Choteau, Montana",earthquake,2.24,1.36,0.257,4,reviewed,mb,mb
2017-01-11T12:30:14.425Z,38.3844,-118.9025,9.6,1.3,ml,6,140.77,0.339,0.1558,nn,nn00573411,2017-01-12T02:38:34.091Z,"28km WSW of Hawthorne, Nevada",earthquake,,5.8,0.12,2,reviewed,nn,nn
2017-01-11T12:17:14.870Z,33.5045,-116.5276667,9.08,0.31,ml,16,104,0.05293,0.12,ci,ci37783816,2017-01-11T14:17:31.514Z,"15km ESE of Anza, CA",earthquake,0.31,0.63,0.128,8,reviewed,ci,ci
2017-01-11T11:51:14.885Z,61.3578,-147.9051,0,1.5,ml,,,,0.8,ak,ak15060796,2017-01-11T11:58:35.442Z,"62km ESE of Lazy Mountain, Alaska",earthquake,,0.4,,,automatic,ak,ak
2017-01-11T11:43:31.972Z,36.6145,-117.0644,6.4,0.2,ml,6,264.17,0.305,0.1862,nn,nn00573438,2017-01-12T02:39:05.467Z,"42km SW of Beatty, Nevada",earthquake,,12.2,0.32,3,reviewed,nn,nn
2017-01-11T11:36:01.300Z,33.4885,-116.78,4.12,1.03,ml,38,37,0.08459,0.14,ci,ci37783808,2017-01-11T14:17:46.860Z,"9km ENE of Aguanga, CA",earthquake,0.15,0.46,0.123,27,reviewed,ci,ci
2017-01-11T11:20:36.710Z,47.212,-122.4903333,12.59,2.6,ml,33,90,0.0292,0.24,uw,uw61228202,2017-01-16T11:20:10.280Z,"3km SSE of Fircrest, Washington",earthquake,0.38,0.77,0.251,39,reviewed,uw,uw
2017-01-11T11:17:10.070Z,19.387,-155.2783333,2.542,1.02,md,34,43,0.003226,0.09,hv,hv61557036,2017-01-11T23:14:22.660Z,"6km SW of Volcano, Hawaii",earthquake,0.16,0.11,0.243,10,reviewed,hv,hv
2017-01-11T11:16:42.990Z,33.9906667,-116.7361667,16.03,0.93,ml,26,114,0.08645,0.23,ci,ci37783800,2017-01-11T14:17:52.747Z,"9km NNE of Cabazon, CA",earthquake,0.5,1.04,0.202,27,reviewed,ci,ci
2017-01-11T11:16:21.229Z,61.1433,-140.0308,0.5,1.6,ml,,,,0.73,ak,ak15060790,2017-01-11T11:29:07.685Z,"143km WNW of Haines Junction, Canada",earthquake,,0.3,,,automatic,ak,ak
2017-01-11T11:09:04.628Z,64.6728,-149.0937,15.5,0.9,ml,,,,0.63,ak,ak15060787,2017-01-11T11:18:04.226Z,"10km N of North Nenana, Alaska",earthquake,,0.2,,,automatic,ak,ak
2017-01-11T10:43:52.661Z,58.4186,-155.7201,119.6,2.5,ml,,,,0.78,ak,ak15060777,2017-01-11T10:58:38.982Z,"62km ESE of King Salmon, Alaska",earthquake,,0.9,,,automatic,ak,ak
2017-01-11T10:10:07.140Z,19.374,-155.2268333,3.219,1.34,md,50,58,0.01071,0.07,hv,hv61556926,2017-01-11T23:41:49.720Z,"6km S of Volcano, Hawaii",earthquake,0.19,0.21,0.082,16,reviewed,hv,hv
2017-01-11T10:03:37.370Z,38.8264999,-122.807663,4.05,1.85,md,24,55,0.003628,0.14,nc,nc72750960,2017-01-11T10:18:02.399Z,"7km W of Cobb, California",earthquake,0.47,0.82,0.11,9,automatic,nc,nc
2017-01-11T09:50:24.532Z,36.5276,-116.3138,7.7,1.7,ml,26,56.63,0.079,0.1107,nn,nn00573369,2017-01-12T02:37:55.715Z,"46km NW of Pahrump, Nevada",earthquake,,1,0.23,15,reviewed,nn,nn
2017-01-11T09:49:48.410Z,38.8163338,-122.8099976,7.9,1.2,md,7,171,0.0142,0.06,nc,nc72750955,2017-01-11T10:06:03.382Z,"6km NW of The Geysers, California",earthquake,1.98,1.49,0.16,2,automatic,nc,nc
2017-01-11T09:29:17.610Z,33.7598333,-116.044,2.52,0.96,ml,29,110,0.1124,0.15,ci,ci37783784,2017-01-11T15:40:10.337Z,"15km NE of Coachella, CA",earthquake,0.18,0.36,0.161,9,reviewed,ci,ci
2017-01-11T09:24:41.700Z,19.1758,-64.482,42,3.1,Md,9,306,0.88304392,0.31,pr,pr17011001,2017-01-11T12:10:59.165Z,"85km N of Road Town, British Virgin Islands",earthquake,4.8,15.9,0,7,reviewed,pr,pr
2017-01-11T09:10:09.386Z,38.4343,-118.8944,8.5,1.6,ml,6,142.69,0.35,0.1302,nn,nn00573434,2017-01-12T02:39:03.942Z,"25km WSW of Hawthorne, Nevada",earthquake,,4.7,0.14,3,reviewed,nn,nn
2017-01-11T09:10:03.851Z,65.2646,-146.9278,0.7,1,ml,,,,0.38,ak,ak15060769,2017-01-11T09:25:55.580Z,"59km NNE of Badger, Alaska",earthquake,,0.9,,,automatic,ak,ak
2017-01-11T08:55:24.990Z,33.6316667,-116.7346667,14.57,0.63,ml,14,83,0.04514,0.1,ci,ci37783776,2017-01-11T14:18:25.907Z,"10km NNW of Anza, CA",earthquake,0.31,0.72,0.302,11,reviewed,ci,ci
2017-01-11T08:55:16.210Z,45.9748333,-114.7015,10.67,1.02,ml,7,142,0.589,0.13,mb,mb80196354,2017-01-11T15:28:44.640Z,"51km SW of Hamilton, Montana",earthquake,0.96,1.51,0.513,3,reviewed,mb,mb
2017-01-11T08:54:28.920Z,32.723,-115.9836667,10.64,1.54,ml,25,59,0.03875,0.22,ci,ci37783768,2017-01-11T14:18:55.590Z,"2km SE of Ocotillo, CA",earthquake,0.42,0.62,0.181,27,reviewed,ci,ci
