BASKETID,SECTION,OBJECTID,the_geom,LOCATION_DESCRIPTION,BASKETTYPE,OWNERTYPE,STREETNAME1,STREETNAME2,DIRECTION,STATEPLANE_LABELX,STATEPLANE_LABELY,STATEPLANE_SNAPPEDX,STATEPLANE_SNAPPEDY
20310122,BX031,11000,POINT (-73.90250579275964 40.836030554334044),E corner of 3 AVE and ST PAULS PLACE,Standard Wire Basket,DSNY-owned,3 AVE,ST PAULS PLACE,E,1011228.50607039,243877.78952505,1011163.8270659,243869.66650979
31030090,BKS103,18001,POINT (-74.02828845535849 40.622515174169756),S corner of 86 ST and 4 AV,High-End Basket,BID-owned,86 ST,4 AV,S,976397.43892165,166073.71088155,976395.89824231,166117.7157148
31030091,BKS103,18002,POINT (-74.02858886251352 40.622645466392896),W corner of 4 AV and 86 ST,High-End Basket,BID-owned,4 AV,86 ST,W,976314.06047948,166121.20684955,976341.00005814,166164.16542505
31040080,BKS104,18003,POINT (-74.00535639239524 40.622055190953624),E corner of 13 AV and 72 ST,Standard Wire Basket,DSNY-owned,13 AV,72 ST,E,982763.4389849,165904.90413255,982715.39675814,165898.31621921
31810022,BKS181,18004,POINT (-73.90400561800267 40.646826463619185),N corner of ROCKAWAY PKWY and FARRAGUT RD,Standard Wire Basket,DSNY-owned,ROCKAWAY PKWY,FARRAGUT RD,N,1010889.02118506,174944.29353406,1010896.95095922,174911.01177646
31810023,BKS181,18005,POINT (-73.90258941201026 40.64516580334184),W corner of ROCKAWAY PKWY and GLENWOOD RD,Standard Wire Basket,DSNY-owned,ROCKAWAY PKWY,GLENWOOD RD,W,1011282.69362606,174339.70386396,1011328.60363923,174334.08051564
31810024,BKS181,18006,POINT (-73.9026537849793 40.6456708543372),Unknown corner on ROCKAWAY PKWY,High-End Basket,DSNY-owned,ROCKAWAY PKWY,,,1011264.62509264,174523.68774797,1011290.23757423,174442.84735847
31860004,BKS186,18007,POINT (-73.93529853627749 40.621542250513336),N corner of FLATBUSH AV and FLATLANDS AV,Standard Wire Basket,DSNY-owned,FLATBUSH AV,FLATLANDS AV,N,1002211.98342106,165724.61381072,1002200.49197423,165649.46205813
31210044,BKS121,18008,POINT (-73.99131688650068 40.625625861697664),N corner of 16 AV and 59 ST,Standard Wire Basket,DSNY-owned,16 AV,59 ST,N,986660.74647898,167205.86773796,986644.52275814,167169.65554005
31210045,BKS121,18009,POINT (-73.9881196928297 40.6287526908317),W corner of 16 AV and 53 ST,High-End Basket,DSNY-owned,16 AV,53 ST,W,987548.10133156,168345.15876646,987592.86075647,168363.73156397
31210047,BKS121,18010,POINT (-73.99599465781274 40.63023462566558),N corner of NEW UTRECHT AV and 57 ST,Standard Wire Basket,DSNY-owned,NEW UTRECHT AV,57 ST,N,985362.16672707,168884.86897314,985372.85207315,168844.59641588
31210048,BKS121,18011,POINT (-73.99612340382868 40.63088601554495),S corner of 13 AVE and 56 ST,Standard Wire Basket,DSNY-owned,13 AVE,56 ST,S,985326.4200794,169122.18608379,985314.23014315,169174.95664755
31210049,BKS121,18012,POINT (-73.99530801261889 40.63132569988336),S corner of NEW UTRECHT AV and 55 ST,Standard Wire Basket,DSNY-owned,NEW UTRECHT AV,55 ST,S,985552.73819631,169282.38589463,985531.50365873,169332.74471779
10510589,MN051,18013,POINT (-73.98578280739302 40.75290125113052),SW corner of AV OF THE AMERICAS and W 39 ST,PSR Silver Bullet BlackTop Basket,DSNY-owned,AV OF THE AMERICAS,W 39 ST,SW,988189.42747673,213576.21462964,988226.07143231,213590.16965422
10510590,MN051,18014,POINT (-73.98763225414017 40.75043853754515),SW corner of AVE OF THE AMERICAS and W 35 ST,High-End Basket,BID-owned,AVE OF THE AMERICAS,W 35 ST,SW,987677.14503673,212678.89096497,987731.9976173,212681.17869005
10510591,MN051,18015,POINT (-73.98844513482842 40.74854592896538),NE corner of AVE OF THE AMERICAS and W 32 ST,High-End Basket,BID-owned,AVE OF THE AMERICAS,W 32 ST,NE,987452.0103164,211989.32213414,987418.61897898,211983.68697479
10510592,MN051,18016,POINT (-73.98830164016961 40.748476462932246),NW corner of BROADWAY and W 32 ST,High-End Basket,BID-owned,BROADWAY,W 32 ST,NW,987491.77303214,211964.01870705,987505.73166564,211937.2008473
10510593,MN051,18017,POINT (-73.9813094711801 40.74664002753948),Location Description T/K,Standard Wire Basket,DSNY-owned,Street Name TBD,,Direction TBD,989429.29999697,211295.28251171,989383.60940075,211320.54661164
10510594,MN051,18018,POINT (-73.99010404187177 40.734695392634805),NW corner of E 14 ST and 4 AV,High-End Basket,BID-owned,E 14 ST,4 AV,NW,986992.93216631,206943.07632113,987022.43210732,206898.92975588
10510595,MN051,18019,POINT (-73.99040401939146 40.73483432138801),NE corner of E 14 ST and UNION SQ S,High-End Basket,BID-owned,E 14 ST,UNION SQ S,NE,986909.79191265,206993.6831753,986859.30021572,206990.62117355
10510596,MN051,18020,POINT (-73.99011703973783 40.7350029667869),Unknown corner on 4 AV,High-End Basket,BID-owned,4 AV,,,986989.31734414,207055.13482405,987015.35567789,207042.65026897
10510597,MN051,18021,POINT (-73.99310388520436 40.73593582424027),Location Description T/K,High-End Basket,BID-owned,Street Name TBD,,Direction TBD,986161.5306139,207394.92482688,986152.17423122,207378.27775637
10510598,MN051,18022,POINT (-73.99640382858259 40.73755321272427),NE corner of AVE OF THE AMERICAS and W 14 ST,High-End Basket,BID-owned,AVE OF THE AMERICAS,W 14 ST,NE,985246.98880781,207984.13559072,985171.31704314,207926.58846171
10520692,MN052,18023,POINT (-73.98134029147224 40.75024795631571),SW corner of MADISON AV and E 38 ST,Standard Wire Basket,DSNY-owned,MADISON AV,E 38 ST,SW,989420.48013273,212609.76479088,989446.63001481,212619.44981088
10520693,MN052,18024,POINT (-73.98154848239979 40.75224185152082),NE corner of 5 AV and E 40 ST,Standard Wire Basket,DSNY-owned,5 AV,E 40 ST,NE,989362.64330615,213336.19279997,989322.56530231,213326.33816089
10520694,MN052,18025,POINT (-73.96947057575638 40.76071636484676),SW corner of E 57 ST and LEXINGTON AV,High-End Basket,DSNY-owned,E 57 ST,LEXINGTON AV,SW,992707.91417465,216424.66857839,992759.30055481,216489.11398755
10520695,MN052,18026,POINT (-73.97410325054327 40.759497134184834),SE corner of MADISON AV and E 53 ST,High-End Basket,BID-owned,MADISON AV,E 53 ST,SE,991424.66378839,215980.04971696,991408.39052698,216039.0095728
10520696,MN052,18027,POINT (-73.97637474115035 40.75639213762669),SE corner of MADISON AV and E 48 ST,High-End Basket,BID-owned,MADISON AV,E 48 ST,SE,990795.69030881,214848.62054938,990776.56797172,214898.94000255
10520697,MN052,18028,POINT (-73.97355348439831 40.76388238773277),NW corner of 5 AV and W 58 ST,High-End Basket,BID-owned,5 AV,W 58 ST,NW,991576.48500706,217577.78667897,991586.04502732,217538.97737338
10520698,MN052,18029,POINT (-73.97967451254462 40.76055987042697),NE corner of AVE OF THE AMERICAS and W 51 ST,Standard Wire Basket,DSNY-owned,AVE OF THE AMERICAS,W 51 ST,NE,989881.14883082,216366.83207989,989842.97567882,216357.3101173
10520679,MN052,18030,POINT (-73.98034839984399 40.765847720575174),NW corner of 7 AV and W 57 ST,PSR Silver Bullet BlackTop Basket,DSNY-owned,7 AV,W 57 ST,NW,989694.03043865,218293.32691455,989769.28028815,218222.88020505
21240049,BX124,18031,POINT (-73.85215150953593 40.89195235281991),NW corner of E 233 ST and BRONXWOOD AV,Standard Wire Basket,DSNY-owned,E 233 ST,BRONXWOOD AV,NW,1025127.88968889,264271.75595488,1025167.81513397,264216.56807314
21250053,BX125,18032,POINT (-73.83478223937229 40.889114885225915),SW corner of E 233 ST and PRATT AV,Standard Wire Basket,DSNY-owned,E 233 ST,PRATT AV,SW,1029932.12942423,263246.53458013,1029956.08213224,263296.9485213
21010154,BX101,18033,POINT (-73.83267213504143 40.843298987527646),SE corner of MIDDLETOWN RD and EDISON AV,Standard Wire Basket,DSNY-owned,MIDDLETOWN RD,EDISON AV,SE,1030547.44545081,246555.15523329,1030488.95278564,246614.4444848
11210222,MN121,18034,POINT (-73.93943696016964 40.84236647601627),SW corner of BROADWAY and W 170 ST,Standard Wire Basket,DSNY-owned,BROADWAY,W 170 ST,SW,1001007.50649931,246176.98177704,1001027.70888673,246187.03129764
11220282,MN122,18035,POINT (-73.93458963100133 40.8453133878915),SE corner of AUDUBON AV and W 176 ST,Standard Wire Basket,DSNY-owned,AUDUBON AV,W 176 ST,SE,1002347.90539332,247251.61643881,1002333.55273172,247301.72296588
11220283,MN122,18036,POINT (-73.93539216432762 40.84427526386585),NE corner of AUDUBON AV and W 174 ST,Standard Wire Basket,DSNY-owned,AUDUBON AV,W 174 ST,NE,1002126.14238539,246873.22415097,1002084.37704898,246855.26519738
11220284,MN122,18037,POINT (-73.93590795340005 40.844139344827276),SW corner of AUDUBON AV and W 174 ST,Standard Wire Basket,DSNY-owned,AUDUBON AV,W 174 ST,SW,1001983.46977048,246823.59892213,1002021.75742356,246841.5562353
11120170,MN112,18038,POINT (-73.94236086563518 40.80000406742763),NE corner of E 117 ST and PARK AV,Standard Wire Basket,DSNY-owned,E 117 ST,PARK AV,NE,1000208.65048547,230742.28233156,1000160.99802172,230728.49856646
21210085,BX121,18039,POINT (-73.85921277581477 40.87831455810286),W corner of BRONXWOOD AV and E 214 ST,Standard Wire Basket,DSNY-owned,BRONXWOOD AV,E 214 ST,W,1023183.56221272,259299.74883854,1023224.48568732,259317.70319897
21220056,BX122,18040,POINT (-73.85059558458813 40.8757943998194),N corner of BOSTON RD and WILSON AV,Standard Wire Basket,DSNY-owned,BOSTON RD,WILSON AV,N,1025568.11551447,258385.50361981,1025555.46527731,258336.7930873
21230056,BX122,18041,POINT (-73.83958052003173 40.88121247913114),N corner of BOSTON RD and EDSON AV,Standard Wire Basket,DSNY-owned,BOSTON RD,EDSON AV,N,1028610.7075264,260364.9091098,1028593.16917564,260308.3541048
21240050,BX124,18042,POINT (-73.84885571834651 40.890884182284594),NW corner of E 233 ST and GUNTHER AV,Standard Wire Basket,DSNY-owned,E 233 ST,GUNTHER AV,NW,1026039.78812756,263884.13369863,1026058.53185648,263840.21383897
21240051,BX124,18043,POINT (-73.85030301758039 40.8981897420885),SE corner of NEREID AV and WICKHAM AV,Standard Wire Basket,DSNY-owned,NEREID AV,WICKHAM AV,SE,1025635.08093172,266545.1565918,1025608.37855731,266561.76023313
21250054,BX125,18044,POINT (-73.8521652021151 40.904016013518856),S corner of E 241 ST and MATILDA AV,Standard Wire Basket,DSNY-owned,E 241 ST,MATILDA AV,S,1025116.68629923,268667.03062888,1025115.30211565,268716.4868948
10110397,MN011,18045,POINT (-74.01187513892218 40.71393373805365),NW corner of GREENWICH ST and BARCLAY ST,Solar-powered Compacting Basket,BID-owned,GREENWICH ST,BARCLAY ST,NW,980958.34154522,199379.03370647,980965.06594123,199335.77690321
10110398,MN011,18046,POINT (-74.01138406169329 40.71408001168826),SE corner of GREENWICH ST and PARK PL,Solar-powered Compacting Basket,BID-owned,GREENWICH ST,PARK PL,SE,981094.48628606,199432.30755004,981081.67627232,199472.23201089
10110399,MN011,18047,POINT (-74.01165465010659 40.71480027599956),SW corner of GREENWICH ST and MURRAY ST,Solar-powered Compacting Basket,BID-owned,GREENWICH ST,MURRAY ST,SW,981019.50808956,199694.73156588,981057.26031065,199721.19804838
10130294,MN013,18048,POINT (-74.00236061129502 40.71518427481266),SW corner of CENTRE ST and WORTH ST,Standard Wire Basket,DSNY-owned,CENTRE ST,WORTH ST,SW,983595.99801531,199834.42780881,983621.64494565,199821.08334731
10130295,MN013,18049,POINT (-74.00292005815884 40.71534023488499),SE corner of LAFAYETTE ST and WORTH ST,Solar-powered Compacting Basket,BID-owned,LAFAYETTE ST,WORTH ST,SE,983440.91138323,199891.25348255,983433.51999381,199937.17596288
10130296,MN013,18050,POINT (-74.00112217623557 40.71635408991154),Location Description T/K,Standard Wire Basket,DSNY-owned,Street Name TBD,,Direction TBD,983939.31950715,200260.62019788,983930.21894851,200265.67486185
10130297,MN013,18051,POINT (-74.00062253176132 40.71816077837548),SE corner of CANAL ST and LAFAYETTE ST,Standard Wire Basket,DSNY-owned,CANAL ST,LAFAYETTE ST,SE,984077.83202539,200918.85050872,984105.80080147,200973.94488671
10130298,MN013,18052,POINT (-74.00079336322263 40.71830700125253),SW corner of CANAL ST and LAFAYETTE ST,Standard Wire Basket,DSNY-owned,CANAL ST,LAFAYETTE ST,SW,984030.47713323,200972.12435231,984063.59944232,201007.40282504
10130299,MN013,18053,POINT (-74.00241484487641 40.71659589847026),SW corner of LAFAYETTE ST and FRANKLIN ST,High-End Basket,Privately owned,LAFAYETTE ST,FRANKLIN ST,SW,983580.97770414,200348.72566472,983637.71446732,200396.11467755
10130300,MN013,18054,POINT (-74.00249825141663 40.71649435244409),NW corner of LAFAYETTE ST and LEONARD ST,High-End Basket,Privately owned,LAFAYETTE ST,LEONARD ST,NW,983557.85537507,200311.7300038,983517.79016648,200228.18522339
10130301,MN013,18055,POINT (-74.00449994824427 40.714190494039094),NW corner of READE ST and ELK ST,PSR Silver Bullet BlackTop Basket,DSNY-owned,READE ST,ELK ST,NW,983002.91750856,199472.38653813,983007.01690981,199438.03096379
10130302,MN013,18056,POINT (-74.00596791969916 40.71415234827463),NE corner of BROADWAY and CHAMBERS ST,Standard Wire Basket,DSNY-owned,BROADWAY,CHAMBERS ST,NE,982595.9629419,199458.5132063,982537.20748198,199470.38194896
10130303,MN013,18057,POINT (-74.00574715325423 40.71527838940378),SW corner of BROADWAY and DUANE ST,Standard Wire Basket,DSNY-owned,BROADWAY,DUANE ST,SW,982657.19116589,199868.76008922,982713.79243064,199852.16235338
10130304,MN013,18058,POINT (-74.00560196911256 40.7154506164868),NW corner of BROADWAY and DUANE ST,Standard Wire Basket,DSNY-owned,BROADWAY,DUANE ST,NW,982697.44272581,199931.50504246,982740.99381982,199887.37553755
10130305,MN013,18059,POINT (-74.00218993009706 40.71943128611436),SW corner of CANAL ST and BROADWAY,Standard Wire Basket,DSNY-owned,CANAL ST,BROADWAY,SW,983643.3525794,201381.74229947,983690.78194648,201358.43558756
10130306,MN013,18060,POINT (-74.00148523507364 40.71890813979061),SW corner of CANAL ST and CORTLANDT AL,Standard Wire Basket,DSNY-owned,CANAL ST,CORTLANDT AL,SW,983838.6907714,201191.13999039,983875.23958281,201192.7774543
10130307,MN013,18061,POINT (-74.00914100239692 40.71603833395093),SW corner of W BROADWAY and READE ST,Standard Wire Basket,DSNY-owned,W BROADWAY,READE ST,SW,981716.38661707,200145.71097888,981771.97016731,200136.45640421
10130308,MN013,18062,POINT (-74.00673242679026 40.71904422478877),Unknown median on FRANKLIN ST,Standard Wire Basket,DSNY-owned,FRANKLIN ST,FRANKLIN ST,E,982384.16185631,201240.78818505,982362.2839473,201247.22189921
10130309,MN013,18063,POINT (-74.0055780505031 40.719871875901106),SE corner of W BROADWAY and WALKER ST,Standard Wire Basket,DSNY-owned,W BROADWAY,WALKER ST,SE,982704.17598006,201542.3043143,982701.99127315,201578.55981922
10130310,MN013,18064,POINT (-74.00541130862601 40.72094318080903),S corner of AVE OF THE AMERICAS and YORK ST,Standard Wire Basket,DSNY-owned,AVE OF THE AMERICAS,YORK ST,S,982750.42063823,201932.61062031,982764.36319564,201951.04595089
10130311,MN013,18065,POINT (-74.00508432355277 40.721024431608214),N corner of AVE OF THE AMERICAS and W BROADWAY,Standard Wire Basket,DSNY-owned,AVE OF THE AMERICAS,W BROADWAY,N,982841.06054881,201962.20734589,982831.95492397,201901.53817588
10130312,MN013,18066,POINT (-74.00658587207498 40.72160823788592),Median at S corner of HOLLAND TUN EXIT and VARICK ST,Standard Wire Basket,DSNY-owned,HOLLAND TUN EXIT,VARICK ST,S,982424.85731298,202174.93362647,982444.33988556,202204.22982772
10130313,MN013,18067,POINT (-74.006906060839 40.72032875590739),SW corner of VARICK ST and ERICSSON PL,Standard Wire Basket,DSNY-owned,VARICK ST,ERICSSON PL,SW,982336.06713623,201708.78593671,982359.80691814,201734.65235479
40940040,QW094,18068,POINT (-73.83183632850822 40.7072793759472),NW corner of LEFFERTS BLVD and ABINGDON RD,Standard Wire Basket,DSNY-owned,LEFFERTS BLVD,ABINGDON RD,NW,1030873.83390564,196999.17658955,1030908.17766897,196935.13111396
40520011,QW052,18069,POINT (-73.89612071040473 40.700807448366724),NE corner of MYRTLE AV and 60 LA,High-End Basket,BID-owned,MYRTLE AV,60 LA,NE,1013053.77505764,194613.58687255,1013025.60811923,194579.92585063
40520012,QW052,18070,POINT (-73.9024193734791 40.70030213930885),SE corner of MYRTLE AV and WEIRFIELD ST,High-End Basket,BID-owned,MYRTLE AV,WEIRFIELD ST,SE,1011307.50427198,194427.47963321,1011297.10435839,194479.43359755
40930062,QW093,18071,POINT (-73.83651471019245 40.70750674288352),W corner of METROPOLITAN AV and 116 ST,Standard Wire Basket,DSNY-owned,METROPOLITAN AV,116 ST,W,1029576.59798306,197079.55766238,1029639.60048173,197098.72002563
40910025,QW091,18072,POINT (-73.83041280272714 40.68883435840122),NW corner of 101 AV and 114 ST,Standard Wire Basket,DSNY-owned,101 AV,114 ST,NW,1031281.51616114,190279.88458197,1031323.51476482,190278.96004313
40940041,QW094,18073,POINT (-73.83627526585664 40.70791968757849),N corner of METROPOLITAN AV and AUDLEY ST,Standard Wire Basket,DSNY-owned,METROPOLITAN AV,AUDLEY ST,N,1029642.70250964,197230.12953971,1029661.98560756,197135.78359979
40930063,QW093,18074,POINT (-73.83566780442189 40.70716281343104),S corner of METROPOLITAN AV and GROSVENOR LN,Standard Wire Basket,DSNY-owned,METROPOLITAN AV,GROSVENOR LN,S,1029811.63688307,196954.6934108,1029846.17815256,196993.9925448
40520013,QW052,18075,POINT (-73.90042987248191 40.70063252475385),NW corner of FOREST AV and MYRTLE AV,High-End Basket,BID-owned,FOREST AV,MYRTLE AV,NW,1011859.01497997,194548.46954872,1011900.57099924,194524.40758896
40520014,QW052,18076,POINT (-73.90357775910746 40.70061660924461),N corner of SENECA AV and MYRTLE AV,High-End Basket,BID-owned,SENECA AV,MYRTLE AV,N,1010986.18175189,194541.69462788,1010974.71983255,194493.00017147
40930064,QW093,18077,POINT (-73.8372753966389 40.70827883265541),N corner of PARK LA S and METROPOLITAN AV,High-End Basket,DSNY-owned,PARK LA S,METROPOLITAN AV,N,1029365.17583373,197360.45998772,1029386.05768172,197279.53331231
40940043,QW094,18078,POINT (-73.82581771790319 40.69022964235251),NE corner of 101 AV and LEFFERTS BLVD,Standard Wire Basket,DSNY-owned,101 AV,LEFFERTS BLVD,NE,1032554.84497932,190790.72673613,1032520.51040231,190725.41912396
40610027,QW061,18079,POINT (-73.84591798689756 40.722751745867626),N corner of QUEENS BLVD and 70 AV,Standard Wire Basket,DSNY-owned,QUEENS BLVD,70 AV,N,1026959.77841356,202629.04131405,1026952.2206859,202572.80684647
40930065,QW093,18080,POINT (-73.83748839345655 40.7078456887896),W corner of PARK LA S and METROPOLITAN AV,Standard Wire Basket,DSNY-owned,PARK LA S,METROPOLITAN AV,W,1029306.41610873,197202.5433088,1029364.3221609,197240.82275979
40910028,QW091,18081,POINT (-73.85850470997212 40.68043379678092),SE corner of 101 AV and 80 ST,Standard Wire Basket,DSNY-owned,101 AV,80 ST,SE,1023495.82175881,187205.48751555,1023444.10106173,187264.82237063
40610036,QW061,18082,POINT (-73.84910588391185 40.73252776083892),NE corner of 108 ST and 64 RD,Standard Wire Basket,DSNY-owned,108 ST,64 RD,NE,1026070.00361832,206189.20315696,1026044.51580839,206128.38700563
40920017,QW092,18083,POINT (-73.85670359334475 40.69281704387443),NW corner of JAMAICA AV and 88 ST,High-End Basket,DSNY-owned,JAMAICA AV,88 ST,NW,1023988.00253297,191717.87022305,1024015.24165173,191684.79384564
40520036,QW052,18084,POINT (-73.90193326585023 40.70064114384058),W corner of MYRTLE AV and ONDERDONK AV,High-End Basket,BID-owned,MYRTLE AV,ONDERDONK AV,W,1011442.15360898,194551.13949089,1011534.4464034,194527.56703147
40910059,QW091,18085,POINT (-73.85187498106518 40.68277824302709),NE corner of 101 AV and 88 ST,High-End Basket,DSNY-owned,101 AV,88 ST,NE,1025333.21080056,188062.67543371,1025316.14456172,188018.53477396
40910060,QW091,18086,POINT (-73.8319638698651 40.68803774879323),SW corner of 101 AV and 112 ST,Standard Wire Basket,DSNY-owned,101 AV,112 ST,SW,1030851.92056364,189988.82807747,1030873.11540315,190051.8902873
40540011,QW054,18087,POINT (-73.88405691030641 40.701926117258964),NW corner of MYRTLE AV and 68 PL,Standard Wire Basket,DSNY-owned,MYRTLE AV,68 PL,NW,1016398.25229256,195025.34786005,1016460.3912759,194962.77941564
40610037,QW061,18088,POINT (-73.84931200947133 40.732833226986564),SE corner of 108 ST and 64 AV,Standard Wire Basket,DSNY-owned,108 ST,64 AV,SE,1026012.68549147,206300.39551988,1025964.16163839,206336.04407063
40420027,QW042,18089,POINT (-73.8709051294329 40.73492814924229),Location Description T/K,High-End Basket,Privately owned,Street Name TBD,,Direction TBD,1020027.16006097,207054.08364505,1020010.07676634,207097.64761648
40910061,QW091,18090,POINT (-73.85208025980174 40.68232355584522),SW corner of 101 AV and 88 ST,High-End Basket,DSNY-owned,101 AV,88 ST,SW,1025276.55605823,187896.92379671,1025289.97368231,187948.82395539
40530008,QW053,18091,POINT (-73.90848419045952 40.700006475092714),N corner of ST NICHOLAS AV and MYRTLE AV,High-End Basket,BID-owned,ST NICHOLAS AV,MYRTLE AV,N,1009625.96826498,194317.94540347,1009592.82003731,194280.22500646
40910062,QW091,18092,POINT (-73.85334153325678 40.68195415068251),SE corner of 101 AV and 86 ST,High-End Basket,DSNY-owned,101 AV,86 ST,SE,1024926.96226923,187761.75083871,1024864.70517589,187795.8908623
40610038,QW061,18093,POINT (-73.84967630868873 40.73349564521385),SE corner of 108 ST and 63 DR,Standard Wire Basket,DSNY-owned,108 ST,63 DR,SE,1025911.30806956,206541.56137614,1025869.32258923,206579.3867598
40920019,QW092,18094,POINT (-73.85759493886694 40.69275171210863),NW corner of JAMAICA AV and 87 ST,High-End Basket,DSNY-owned,JAMAICA AV,87 ST,NW,1023740.86195114,191693.66489089,1023768.33925839,191666.4736723
40530009,QW053,18095,POINT (-73.90732204530441 40.700165126877124),Location Description T/K,High-End Basket,BID-owned,Street Name TBD,,Direction TBD,1009948.14741065,194376.08570713,1009953.82844799,194335.53159861
40520037,QW052,18096,POINT (-73.89556966499573 40.70413033926864),NE corner of FRESH POND RD and CATALPA AV,Standard Wire Basket,DSNY-owned,FRESH POND RD,CATALPA AV,NE,1013205.12416439,195824.39580263,1013193.12746923,195790.7961323
40910063,QW091,18097,POINT (-73.85381851807662 40.68184032101239),SW corner of 101 AV and 86 ST,Standard Wire Basket,DSNY-owned,101 AV,86 ST,SW,1024794.73713999,187720.05833679,1024829.96443173,187783.72553229
40920020,QW092,18098,POINT (-73.85726014167837 40.69274695957563),NE corner of JAMAICA AV and 87 ST,High-End Basket,DSNY-owned,JAMAICA AV,87 ST,NE,1023833.70756598,191692.08451347,1023807.63379923,191669.44282647
40420030,QW042,18099,POINT (-73.87213490837408 40.734949549479495),NE corner of 57 AV and 90 ST,Standard Wire Basket,DSNY-owned,57 AV,90 ST,NE,1019686.3336429,207061.38054647,1019659.87962756,207016.82682981
40610040,QW061,18100,POINT (-73.84945679077029 40.733128246805414),NE corner of 108 ST and 64 AV,Standard Wire Basket,DSNY-owned,108 ST,64 AV,NE,1025972.37553273,206407.81131555,1025950.52649505,206369.42983063
40920021,QW092,18101,POINT (-73.85804495723326 40.69270701092281),NE corner of JAMAICA AV and 86 ST,High-End Basket,DSNY-owned,JAMAICA AV,86 ST,NE,1023616.0934999,191677.1764068,1023584.66180423,191655.23681814
40550008,QW055,18102,POINT (-73.89320082760176 40.72749049626902),N corner of GRAND AV and 69 LA,Standard Wire Basket,DSNY-owned,GRAND AV,69 LA,N,1013851.53986631,204335.99721772,1013836.84993505,204268.51867813
40520038,QW052,18103,POINT (-73.89610268372786 40.704388171847434),SW corner of FRESH POND RD and 68 RD,Standard Wire Basket,DSNY-owned,FRESH POND RD,68 RD,SW,1013057.22616623,195918.1561138,1013072.01550673,195966.75050479
40420031,QW042,18104,POINT (-73.87251452095826 40.734819999878695),NW corner of 57 AV and 90 ST,Standard Wire Basket,DSNY-owned,57 AV,90 ST,NW,1019581.19835448,207014.02827896,1019625.79176922,207004.64509563
40410087,QW041,18105,POINT (-73.88409880949104 40.747003706836765),Location Description T/K,High-End Basket,BID-owned,Street Name TBD,,Direction TBD,1016364.90557447,211448.47479063,1016427.20666188,211456.34127696
40520039,QW052,18106,POINT (-73.89439240906289 40.70096369046753),NE corner of FRESH POND RD and MYRTLE AV,High-End Basket,BID-owned,FRESH POND RD,MYRTLE AV,NE,1013532.92501798,194671.08347672,1013541.39777006,194641.62192147
40910066,QW091,18107,POINT (-73.86170732041381 40.67960195340079),SW corner of 101 AV and 76 ST,High-End Basket,DSNY-owned,101 AV,76 ST,SW,1022608.01841632,186901.0048568,1022634.36842923,186958.51720896
40620030,QW062,18108,POINT (-73.8507277266678 40.71021680509305),SE corner of 71 AV and METROPOLITAN AV,High-End Basket,DSNY-owned,71 AV,METROPOLITAN AV,SE,1025634.36931898,198059.87886447,1025600.68172231,198128.30031554
40420032,QW042,18109,POINT (-73.86967091108812 40.749041277239215),SW corner of ROOSEVELT AV and JUNCTION BLVD,Standard Wire Basket,DSNY-owned,ROOSEVELT AV,JUNCTION BLVD,SW,1020361.55538957,212196.44475138,1020415.10154231,212207.54151397
40610041,QW061,18110,POINT (-73.85540343737271 40.727967108294074),E corner of QUEENS BLVD and 66 AV,Standard Wire Basket,DSNY-owned,QUEENS BLVD,66 AV,E,1024327.41031873,204524.67400572,1024242.79040922,204524.19401979
40920023,QW092,18111,POINT (-73.8622778798992 40.69199382121411),SW corner of JAMAICA AV and 80 ST,Standard Wire Basket,DSNY-owned,JAMAICA AV,80 ST,SW,1022442.66704097,191415.46695647,1022460.38255672,191450.5390648
40550009,QW055,18112,POINT (-73.89470143928737 40.72604216570719),S corner of GRAND AV and 69 PL,Standard Wire Basket,DSNY-owned,GRAND AV,69 PL,S,1013436.25526381,203807.82242104,1013443.3500659,203880.64871897
40610042,QW061,18113,POINT (-73.83339911324335 40.71657994144803),N corner of 77 AV and QUEENS BLVD,Standard Wire Basket,DSNY-owned,77 AV,QUEENS BLVD,N,1030434.10742289,200386.81974863,1030433.04377672,200310.18013813
40940072,QW094,18114,POINT (-73.82950360594877 40.71212244514086),S corner of KEW GDNS RD and 82 AV,Standard Wire Basket,DSNY-owned,KEW GDNS RD,82 AV,S,1031517.14692348,198764.89943604,1031558.23181506,198844.75984064
40520040,QW052,18115,POINT (-73.90062850073272 40.70030970588492),SW corner of MYRTLE AV and GEORGE ST,High-End Basket,BID-owned,MYRTLE AV,GEORGE ST,SW,1011804.07316072,194430.79458721,1011868.19278315,194478.0526948
40920025,QW092,18116,POINT (-73.86365307138817 40.691761800439465),SE corner of JAMAICA AV and 78 ST,Standard Wire Basket,DSNY-owned,JAMAICA AV,78 ST,SE,1022061.43912889,191330.3385178,1022036.30860172,191358.08846229
40550010,QW055,18117,POINT (-73.89437193301032 40.726259781877175),E corner of GRAND AV and 69 PL,Standard Wire Basket,DSNY-owned,GRAND AV,69 PL,E,1013527.4896614,203887.21661921,1013490.04616673,203915.6519298
30640065,BKS064,18118,POINT (-73.98487173418101 40.67118387468429),N corner of 5 AV and 6 ST,Standard Wire Basket,DSNY-owned,5 AV,6 ST,N,988446.99093798,183804.14359647,988456.53685065,183767.12267314
