BASKETID,SECTION,OBJECTID,the_geom,LOCATION_DESCRIPTION,BASKETTYPE,OWNERTYPE,STREETNAME1,STREETNAME2,DIRECTION,STATEPLANE_LABELX,STATEPLANE_LABELY,STATEPLANE_SNAPPEDX,STATEPLANE_SNAPPEDY
41120012,QE112,11880,POINT (-73.7733953738755 40.76781624128886),SW corner of BELL BLVD and 36 AV,Standard Wire Basket,DSNY-owned,BELL BLVD,36 AV,SW,1047019.52175856,219091.10025339,1047031.44266647,219145.9069023
41120013,QE112,11881,POINT (-73.77298502971985 40.76787004924439),SE corner of BELL BLVD and 36 AV,High-End Basket,DSNY-owned,BELL BLVD,36 AV,SE,1047133.13537648,219110.99850754,1047082.28574064,219156.02171147
41270003,QE127,11882,POINT (-73.75305877145665 40.681212362832326),Location Description T/K,Standard Wire Basket,DSNY-owned,Street Name TBD,,Direction TBD,1052741.66090481,187553.98452197,1052808.68093522,187516.58683794
41210078,QE121,11883,POINT (-73.79589665107089 40.70742368579191),Location Description T/K,High-End Basket,BID-owned,Street Name TBD,,Direction TBD,1040837.9822844,197072.92545781,1040794.80487731,197061.16760729
41120014,QE112,11884,POINT (-73.77356668238804 40.76813631472701),NW corner of BELL BLVD and 36 AV,Standard Wire Basket,DSNY-owned,BELL BLVD,36 AV,NW,1046971.76824515,219207.59050597,1047017.18416481,219179.95539063
41120015,QE112,11885,POINT (-73.77315266720406 40.768239101833025),NE corner of BELL BLVD and 36 AV,Standard Wire Basket,DSNY-owned,BELL BLVD,36 AV,NE,1047086.35200548,219245.33583731,1047063.11583148,219196.59249647
41040019,QE104,11886,POINT (-73.84050108787316 40.6631638611533),Location Description T/K,Standard Wire Basket,DSNY-owned,Street Name TBD,,Direction TBD,1028500.79403231,180922.14903238,1028457.33463504,180913.97421513
41120016,QE112,11887,POINT (-73.77078455622849 40.76378895893542),NE corner of BELL BLVD and 41 AV,High-End Basket,DSNY-owned,BELL BLVD,41 AV,NE,1047746.55180056,217625.7150608,1047716.37896064,217580.36213313
41110007,QE111,11888,POINT (-73.7835121779849 40.757384054481776),NW corner of FRANCIS LEWIS BLVD and 44 AV,Standard Wire Basket,DSNY-owned,FRANCIS LEWIS BLVD,44 AV,NW,1044226.58213449,215283.23647805,1044261.77628981,215270.61609647
41160012,QE116,11889,POINT (-73.76754788738363 40.755828172115606),NW corner of BELL BLVD and 48 AV,Standard Wire Basket,DSNY-owned,BELL BLVD,48 AV,NW,1048650.85248539,214727.71331088,1048712.1574809,214695.70222005
41120017,QE112,11890,POINT (-73.77389383091807 40.768772934662145),SW corner of 35 AV and BELL BLVD,Standard Wire Basket,DSNY-owned,35 AV,BELL BLVD,SW,1046880.55057982,219439.29739164,1046900.56038231,219484.68247147
41210079,QE121,11891,POINT (-73.76000384830121 40.72055823690689),E corner of HILLSIDE AV and 205 ST,High-End Basket,DSNY-owned,HILLSIDE AV,205 ST,E,1050776.11562331,201883.44798897,1050729.25679314,201900.05884813
41270004,QE127,11892,POINT (-73.75350867330226 40.6803906142424),NW corner of SPRINGFIELD BLVD and MERRICK BLVD,Standard Wire Basket,DSNY-owned,SPRINGFIELD BLVD,MERRICK BLVD,NW,1052617.71955164,187254.24758864,1052636.24772981,187205.9707823
41210080,QE121,11893,POINT (-73.79528680475221 40.70642525938677),Location Description T/K,High-End Basket,BID-owned,Street Name TBD,,Direction TBD,1041007.91173457,196709.56430788,1040967.80457612,196689.84825688
41120018,QE112,11894,POINT (-73.7800437840241 40.767646597161004),N corner of 35 AV and 208 ST,Standard Wire Basket,DSNY-owned,35 AV,208 ST,N,1045178.0818719,219024.59940213,1045162.34207398,218981.46169314
41120019,QE112,11895,POINT (-73.78041001545006 40.77252248299021),NE corner of CORPORAL KENNEDY ST and 32 AV,Standard Wire Basket,DSNY-owned,CORPORAL KENNEDY ST,32 AV,NE,1045072.18313356,220800.78646655,1045048.46434897,220753.8269148
41020020,QE102,11896,POINT (-73.82606820447 40.685714633432056),SW corner of LIBERTY AV and 117 ST,High-End Basket,DSNY-owned,LIBERTY AV,117 ST,SW,1032488.64596473,189145.64275597,1032513.65017982,189199.4116773
41020021,QE102,11897,POINT (-73.8348845616731 40.6787382008414),Location Description T/K,Standard Wire Basket,DSNY-owned,Street Name TBD,,Direction TBD,1030048.31127848,186599.19968613,1030066.13669056,186555.94840123
41120020,QE112,11898,POINT (-73.77062460083646 40.763521074609635),SE corner of BELL BLVD and 41 AV,High-End Basket,DSNY-owned,BELL BLVD,41 AV,SE,1047791.11732823,217528.23231614,1047733.37367731,217537.77691646
41120021,QE112,11899,POINT (-73.77350515027153 40.768862037317604),SE corner of BELL BLVD and 35 AV,Standard Wire Basket,DSNY-owned,BELL BLVD,35 AV,SE,1046988.12877673,219472.03846788,1046948.50319982,219494.1739223
41120022,QE112,11900,POINT (-73.77996729040012 40.770712184814506),NW corner of CORPORAL KENNEDY ST and 33 AV,Standard Wire Basket,DSNY-owned,CORPORAL KENNEDY ST,33 AV,NW,1045196.46503723,220141.54434672,1045236.69888064,220116.64314979
41210081,QE121,11901,POINT (-73.79551092396534 40.706833251969954),Location Description T/K,High-End Basket,BID-owned,Street Name TBD,,Direction TBD,1040945.42695139,196858.06269854,1040904.22518079,196837.29473388
41120023,QE112,11902,POINT (-73.78033542102752 40.7714526944847),Location Description T/K,Standard Wire Basket,DSNY-owned,Street Name TBD,,Direction TBD,1045093.82154173,220411.07989688,1045120.78641806,220421.68096261
41110008,QE111,11903,POINT (-73.7855129111278 40.75778970356385),SE corner of NORTHERN BLVD and 196 ST,Standard Wire Basket,DSNY-owned,NORTHERN BLVD,196 ST,SE,1043671.93462172,215429.66367863,1043653.33590564,215454.10326231
41120024,QE112,11904,POINT (-73.77177740091307 40.76555364955211),NE corner of BELL BLVD and 39 AV,Standard Wire Basket,DSNY-owned,BELL BLVD,39 AV,NE,1047469.84434873,218267.92965563,1047448.18592748,218216.35200289
41120025,QE112,11905,POINT (-73.78026805016208 40.772186306496835),SE corner of CORPORAL KENNEDY ST and 32 AV,Standard Wire Basket,DSNY-owned,CORPORAL KENNEDY ST,32 AV,SE,1045111.81166323,220678.40514964,1045064.18314956,220711.91722171
41210082,QE121,11906,POINT (-73.76034325409809 40.720435311536576),S corner of HILLSIDE AV and 205 ST,Standard Wire Basket,DSNY-owned,HILLSIDE AV,205 ST,S,1050682.15682173,201838.40510005,1050693.84347814,201880.83972646
41210083,QE121,11907,POINT (-73.79578151673161 40.70721049925693),Location Description T/K,High-End Basket,BID-owned,Street Name TBD,,Direction TBD,1040870.08425431,196995.32981247,1040828.00657122,196974.4795832
41120026,QE112,11908,POINT (-73.77112442952354 40.76348867063795),SW corner of BELL BLVD and 41 AV,High-End Basket,DSNY-owned,BELL BLVD,41 AV,SW,1047652.68781506,217516.06436147,1047671.26750231,217538.4691723
41210084,QE121,11909,POINT (-73.7979647631036 40.70442868118528),W corner of JAMAICA AV and 162 ST,High-End Basket,BID-owned,JAMAICA AV,162 ST,W,1040267.11662823,195980.42928322,1040309.66477148,195963.80759729
41020023,QE102,11910,POINT (-73.83596980827036 40.67958131336202),NW corner of ROCKAWAY BLVD and 104 ST,Standard Wire Basket,DSNY-owned,ROCKAWAY BLVD,104 ST,NW,1029746.72264281,186905.80373171,1029786.68680173,186849.33435647
41210085,QE121,11911,POINT (-73.79603056526008 40.707621645375326),E corner of 89 AV and 165 ST,High-End Basket,BID-owned,89 AV,165 ST,E,1040800.68675531,197144.96140297,1040740.64980189,197171.95052221
41130001,QE113,11912,POINT (-73.77395512382839 40.75363104987534),Location Description T/K,Standard Wire Basket,DSNY-owned,Street Name TBD,,Direction TBD,1046877.80845931,213922.58762455,1046856.58335638,213959.07954505
41210086,QE121,11913,POINT (-73.79769054129235 40.70418752182371),E corner of JAMAICA AV and UNION HALL ST,High-End Basket,BID-owned,JAMAICA AV,UNION HALL ST,E,1040343.35072772,195892.74343497,1040296.47254065,195886.41273896
41260027,QE126,11914,POINT (-73.78841852634532 40.670176144114045),Location Description T/K,Standard Wire Basket,DSNY-owned,Street Name TBD,,Direction TBD,1042944.06304598,183507.51886164,1042882.21478346,183518.71549358
41120027,QE112,11915,POINT (-73.77159919181452 40.76518667111104),SE corner of BELL BLVD and 39 AV,High-End Basket,DSNY-owned,BELL BLVD,39 AV,SE,1047519.55816007,218134.35643196,1047472.49165314,218177.22117563
41110009,QE111,11916,POINT (-73.78805861452193 40.7580745307691),NW corner of NORTHERN BLVD and 194 ST,Standard Wire Basket,DSNY-owned,NORTHERN BLVD,194 ST,NW,1042966.42290939,215531.71859263,1043068.62578897,215507.35774897
41130002,QE113,11917,POINT (-73.7725323240238 40.75417683896565),SE corner of 48 AV and 208 ST,Standard Wire Basket,DSNY-owned,48 AV,208 ST,SE,1047271.48844622,214122.45599121,1047227.52462339,214154.33519255
41380002,QE138,11918,POINT (-73.78011491051878 40.666407839345666),SW corner of S CONDUIT AV and ROCKAWAY BLVD,Standard Wire Basket,DSNY-owned,S CONDUIT AV,ROCKAWAY BLVD,SW,1045250.96525632,182140.29620238,1045265.09121232,182238.29042897
41150015,QE115,11919,POINT (-73.75953225323121 40.74021859278891),Location Description T/K,Standard Wire Basket,DSNY-owned,Street Name TBD,,Direction TBD,1050887.17609672,209046.6593843,1050867.5988878,209091.61574332
41110040,QE111,11920,POINT (-73.79249012770147 40.757605617615845),Location Description T/K,Standard Wire Basket,DSNY-owned,Street Name TBD,,Direction TBD,1041739.1281199,215357.93941264,1041738.37515164,215384.56190442
41350001,QE135,11921,POINT (-73.74236665527756 40.689942720908796),SE corner of 120 AV and FRANCIS LEWIS BLVD,Standard Wire Basket,DSNY-owned,120 AV,FRANCIS LEWIS BLVD,SE,1055697.84757772,190743.23437706,1055667.29481731,190779.41179813
41150016,QE115,11922,POINT (-73.75917039221622 40.74032682999035),Location Description T/K,Standard Wire Basket,DSNY-owned,Street Name TBD,,Direction TBD,1050987.34387539,209086.36895055,1050966.39735617,209134.62276121
30910033,BKN091,11923,POINT (-73.95071689508327 40.669498604975914),SW corner of NOSTRAND AV and EASTERN PKWY,Standard Wire Basket,DSNY-owned,NOSTRAND AV,EASTERN PKWY,SW,997921.90932407,183193.63530305,997953.40433981,183235.97544147
30910034,BKN091,11924,POINT (-73.94223854159749 40.66653360291615),SE corner of CARROLL ST and KINGSTON AV,Standard Wire Basket,DSNY-owned,CARROLL ST,KINGSTON AV,SE,1000274.5811279,182114.83857614,1000238.1107284,182166.88965313
30820062,BKN082,11925,POINT (-73.93902715586471 40.675362006657096),SW corner of ALBANY AV and BERGEN ST,Standard Wire Basket,DSNY-owned,ALBANY AV,BERGEN ST,SW,1001163.24470489,185331.87938613,1001192.41984339,185363.16934981
30920028,BKN092,11926,POINT (-73.94764179975783 40.66195792940012),NE corner of E NEW YORK AV and NEW YORK AV,Standard Wire Basket,DSNY-owned,E NEW YORK AV,NEW YORK AV,NE,998776.60610548,180446.85044231,998746.11272815,180398.74686396
30930025,BKN093,11927,POINT (-73.95061722354639 40.658815247555786),NW corner of NOSTRAND AV and FENIMORE ST,Standard Wire Basket,DSNY-owned,NOSTRAND AV,FENIMORE ST,NW,997951.7530964,179301.40457046,997981.34063564,179276.2327048
30820064,BKN082,11928,POINT (-73.94461933609038 40.6747548719955),SW corner of ST MARKS AVENUE and BROOKLYN AV,High-End Basket,DSNY-owned,ST MARKS AVENUE,BROOKLYN AV,SW,999612.20778073,185109.65279646,999636.14703731,185145.60744897
30820065,BKN082,11929,POINT (-73.94439775290422 40.67324201729782),NE corner of PARK PL and BROOKLYN AV,High-End Basket,DSNY-owned,PARK PL,BROOKLYN AV,NE,999674.02163348,184558.51577538,999631.26843815,184539.24350421
30910037,BKN091,11930,POINT (-73.93694795505141 40.66832167235253),NW corner of TROY AV and UNION ST,Standard Wire Basket,DSNY-owned,TROY AV,UNION ST,NW,1001741.82622489,182767.29462031,1001776.2178884,182719.72647397
30820068,BKN082,11931,POINT (-73.94464915143908 40.671469654693006),NE corner of ST JOHNS PLACE and BROOKLYN AV,Standard Wire Basket,DSNY-owned,ST JOHNS PLACE,BROOKLYN AV,NE,999604.69368814,183912.74967846,999585.85186231,183894.35010897
30820069,BKN082,11932,POINT (-73.94466839582657 40.67118249221262),SE corner of ST JOHNS PLACE and BROOKLYN AV,Standard Wire Basket,DSNY-owned,ST JOHNS PLACE,BROOKLYN AV,SE,999599.42138898,183808.12488772,999581.46538815,183836.23014647
30820070,BKN082,11933,POINT (-73.94495509358066 40.67120786488562),SW corner of ST JOHNS PLACE and BROOKLYN AV,Standard Wire Basket,DSNY-owned,ST JOHNS PLACE,BROOKLYN AV,SW,999519.88545881,183817.31876697,999540.24171731,183840.21963979
30830043,BKN083,11934,POINT (-73.92519155301532 40.67458574742692),SW corner of BUFFALO AVE and BERGEN ST,High-End Basket,DSNY-owned,BUFFALO AVE,BERGEN ST,SW,1005001.24949606,185052.04037888,1005031.96597005,185090.8765873
30910038,BKN091,11935,POINT (-73.93108087266253 40.666787763901446),SE corner of PRESIDENT ST and UTICA AV,High-End Basket,DSNY-owned,PRESIDENT ST,UTICA AV,SE,1003369.86758822,182209.67467254,1003334.12815839,182261.0790973
30910039,BKN091,11936,POINT (-73.95347892483503 40.66571591285402),NE corner of MONTGOMERY ST and ROGERS AV,Standard Wire Basket,DSNY-owned,MONTGOMERY ST,ROGERS AV,NE,997156.43316473,181815.07506804,997120.30233148,181778.87205647
30930029,BKN093,11937,POINT (-73.95047688179332 40.657212083226526),NW corner of NOSTRAND AV and WINTHROP ST,High-End Basket,DSNY-owned,NOSTRAND AV,WINTHROP ST,NW,997991.02139056,178717.34930813,998028.17125064,178694.18990563
30910040,BKN091,11938,POINT (-73.94230652887249 40.66596955818494),NE corner of CROWN ST and KINGSTON AV,Standard Wire Basket,DSNY-owned,CROWN ST,KINGSTON AV,NE,1000255.85544357,181909.32881655,1000216.08321339,181885.3219748
30920031,BKN092,11939,POINT (-73.94023717986113 40.662775019354655),SW corner of ALBANY AV and LEFFERTS AV,Standard Wire Basket,DSNY-owned,ALBANY AV,LEFFERTS AV,SW,1000830.73290272,180745.8537813,1000861.5228674,180811.74406947
30920032,BKN092,11940,POINT (-73.93696893542398 40.66394496324326),NE corner of EMPIRE BLVD and TROY AV,Standard Wire Basket,DSNY-owned,EMPIRE BLVD,TROY AV,NE,1001737.15333398,181172.73252071,1001707.10385339,181138.90942563
30930031,BKN093,11941,POINT (-73.94512241630947 40.65952181633213),SE corner of BROOKLYN AV and RUTLAND RD,Standard Wire Basket,DSNY-owned,BROOKLYN AV,RUTLAND RD,SE,999476.13718672,179559.73443438,999444.70024173,179612.36064147
41210151,QE121,11942,POINT (-73.78966593090931 40.70701818035505),SW corner of JAMAICA AV and 170 ST,Standard Wire Basket,DSNY-owned,JAMAICA AV,170 ST,SW,1042565.79871064,196929.27449839,1042585.28686064,196962.20783147
40710016,QE071,11943,POINT (-73.82811023562688 40.76020664902812),NW corner of ROOSEVELT AV and LIPPMANN PLZ,Standard Wire Basket,DSNY-owned,ROOSEVELT AV,LIPPMANN PLZ,NW,1031869.05501232,216284.2079013,1031939.25828397,216283.55370313
41360003,QE136,11944,POINT (-73.73666134967448 40.675053223691044),NE corner of MERRICK BLVD and 233 ST,High-End Basket,DSNY-owned,MERRICK BLVD,233 ST,NE,1057296.35848831,185323.29016447,1057248.79099815,185307.96932897
41250049,QE125,11945,POINT (-73.78997761487811 40.68804485870458),W corner of LINDEN BLVD and 158 ST,Standard Wire Basket,DSNY-owned,LINDEN BLVD,158 ST,W,1042495.95731489,190016.54521363,1042548.34467731,189995.57806397
40710018,QE071,11946,POINT (-73.83004497861012 40.75873347662453),S corner of MAIN ST and 40 RD,High-End Basket,DSNY-owned,MAIN ST,40 RD,S,1031334.11480923,215746.43830755,1031369.01336148,215796.86504397
40750006,QE075,11947,POINT (-73.84602618406079 40.78303292140912),SW corner of COLLEGE PT BLVD and 18 AV,High-End Basket,BID-owned,COLLEGE PT BLVD,18 AV,SW,1026891.18406256,224591.33465971,1026917.43761897,224643.16296813
41210152,QE121,11948,POINT (-73.79291601610483 40.70422947613007),S corner of ARCHER AV and MERRICK BLVD,Standard Wire Basket,DSNY-owned,ARCHER AV,MERRICK BLVD,S,1041667.11185972,195911.12200713,1041681.36478397,195945.61865731
41360004,QE136,11949,POINT (-73.75268950464847 40.680238828384),E corner of SPRINGFIELD BLVD and MERRICK BLVD,High-End Basket,DSNY-owned,SPRINGFIELD BLVD,MERRICK BLVD,E,1052845.08130164,187199.58824913,1052793.97707315,187184.38617981
41210153,QE121,11950,POINT (-73.79252080563658 40.70438968454134),E corner of ARCHER AV and MERRICK BLVD,Standard Wire Basket,DSNY-owned,ARCHER AV,MERRICK BLVD,E,1041776.55061723,195969.74984263,1041721.78793147,195966.78987479
41210154,QE121,11951,POINT (-73.79168822204569 40.70466710969245),S corner of ARCHER AV and 168 ST,Standard Wire Basket,DSNY-owned,ARCHER AV,168 ST,S,1042007.15383056,196071.37168664,1042011.42317897,196104.37818229
41210156,QE121,11952,POINT (-73.79277364792932 40.70467979672666),N corner of ARCHER AV and MERRICK BLVD,Standard Wire Basket,DSNY-owned,ARCHER AV,MERRICK BLVD,N,1041706.1970834,196075.28014338,1041687.59836732,196020.63163063
41420023,QE142,11953,POINT (-73.8210087359888 40.58410023872369),N corner of ROCKAWAY BEACH BLVD and BEACH 100 ST,Standard Wire Basket,DSNY-owned,ROCKAWAY BEACH BLVD,BEACH 100 ST,N,1033967.48224589,152127.6885768,1033945.66831315,152069.33501896
41210157,QE121,11954,POINT (-73.79307011447798 40.70454086563158),W corner of ARCHER AV and MERRICK BLVD,Standard Wire Basket,DSNY-owned,ARCHER AV,MERRICK BLVD,W,1041624.11817931,196024.46922138,1041649.79004398,196003.82720231
41360006,QE136,11955,POINT (-73.7370621734066 40.6751786848978),NW corner of MERRICK BLVD and 233 ST,Standard Wire Basket,DSNY-owned,MERRICK BLVD,233 ST,NW,1057185.03948523,185368.66507372,1057213.66967732,185324.2028923
41370001,QE137,11956,POINT (-73.7450604005566 40.65593773033675),NW corner of BROOKVILLE BLVD and 147 DR,Standard Wire Basket,DSNY-owned,BROOKVILLE BLVD,147 DR,NW,1054986.87032515,178352.11578663,1055024.23836064,178297.35014813
31310011,BKS131,11957,POINT (-73.98356141451202 40.588892723915706),SE corner of STILLWELL AV and AV X,High-End Basket,DSNY-owned,STILLWELL AV,AV X,SE,988816.09977982,153823.34627472,988784.08212732,153856.51943672
31510030,BKS151,11958,POINT (-73.95624176203955 40.59898863864586),NE corner of AV U and E 15 ST,Standard Wire Basket,DSNY-owned,AV U,E 15 ST,NE,996402.10101198,157504.1502648,996371.81957647,157477.35865171
31320060,BKS132,11959,POINT (-73.97948494976477 40.57342581589159),,Seasonal Basket,DSNY-owned,,,,989949.62835264,148188.60557571,,
31320061,BKS132,11960,POINT (-73.97822867994788 40.57457298642173),Location Description T/K,Seasonal Basket,DSNY-owned,Street Name TBD,,Direction TBD,990298.52529265,148606.63229872,990347.63223568,148602.0699154
31320063,BKS132,11961,POINT (-73.97774249200582 40.574567598179456),Location Description T/K,Seasonal Basket,DSNY-owned,Street Name TBD,,Direction TBD,990433.58998315,148604.70316872,990391.29780555,148608.71858504
31310012,BKS131,11962,POINT (-73.98394962484318 40.58869557496362),W corner of STILLWELL AV and BAY 50 ST,High-End Basket,DSNY-owned,STILLWELL AV,BAY 50 ST,W,988708.29028414,153751.49996172,988739.31187564,153723.22574005
31320064,BKS132,11963,POINT (-73.9820748435098 40.57310286621419),Unknown corner on W 15 ST,Seasonal Basket,DSNY-owned,W 15 ST,W 15 ST,,989230.16128765,148070.78921031,989292.37835482,148065.92439063
31510032,BKS151,11964,POINT (-73.95661853274325 40.59896409185135),NW corner of AV U and E 15 ST,Standard Wire Basket,DSNY-owned,AV U,E 15 ST,NW,996297.47589314,157495.15520404,996333.94235565,157471.20708922
31320065,BKS132,11965,POINT (-73.97833313100978 40.573574365729606),Unknown corner on W 10 ST,Seasonal Basket,DSNY-owned,W 10 ST,W 10 ST,,990269.59851323,148242.80297388,990333.75520906,148235.09301555
